stamp,Albania,Algeria,American Samoa,Andorra,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Bermuda,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Canada,Cayman Islands,Chile,"China, Hong Kong SAR","China, Macao SAR",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Egypt,El Salvador,Estonia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Guernsey,Guyana,Hungary,Iceland,Iran (Islamic Republic of),Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Luxembourg,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Netherlands,New Caledonia,New Zealand,Niue,Norfolk Island,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Saint Helena ex. dep.,Saint Helena: Ascension,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Saint-Martin (French part),Samoa,San Marino,Sao Tome and Principe,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,State of Palestine,Suriname,Sweden,Switzerland,Tajikistan,Thailand,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States Virgin Islands,United States of America,Uruguay,Uzbekistan,Venezuela (Bolivarian Republic of)
Jun-72,,,,,,131,,,,,,,351,,433,,11761,,,,,23,,,687,,,20838,,201,,,,,,,,6631,83279,,,,68,1106,5136,,,,,,,,,66,,,19543,,,,387,,5928,,,76911,,163338,,,,,,,6318,7512,,,,,,,,,,,,,,,,,,360,5164,,,,,,,,,,,,,5190,,,,,,,,1,,,,,,,,,,,,,,,55904,,,,,,,,,2043,14955,,13,,,,216,259620,,,33025
Jul-72,,,,,,107,,,,,,,378,,420,,11722,,,,,29,,,725,,,21610,,250,,,,,,,,6405,90945,,,,60,1353,4899,,,,,,,,,85,,,20163,,,,420,,5869,,,82348,,178031,,,,,,,6234,7620,,,,,,,,,,,,,,,,,,372,5319,,,,,,,,,,,,,5514,,,,,,,,1,,,,,,,,,,,,,,,58644,,,,,,,,,2171,14877,,13,,,,243,277654,,,31613
Aug-72,,,,,,127,,,,,,,415,,431,,11253,,,,,26,,,785,,,21914,,247,,,,,,,,6398,88336,,,,70,1083,4600,,,,,,,,,79,,,20347,,,,424,,5690,,,77117,,180231,,,,,,,6040,7632,,,,,,,,,,,,,,,,,,353,5524,,,,,,,,,,,,,5719,,,,,,,,3,,,,,,,,,,,,,,,56129,,,,,,,,,2449,14979,,20,,,,241,287834,,,36078
Sep-72,,,,,,156,,,,,,,490,,441,,11014,,,,,27,,,821,,,22788,,258,,,,,,,,6135,88504,,,,77,1115,4627,,,,,,,,,76,,,20164,,,,386,,5559,,,75423,,172923,,,,,,,6116,7682,,,,,,,,,,,,,,,,,,356,5435,,,,,,,,,,,,,6371,,,,,,,,,,,,,,,,,,,,,,,57086,,,,,,,,,2599,14230,,16,,,,289,282333,,,32459
Oct-72,,,,,,150,,,,,,,403,,434,,11205,,,,,26,,,768,,,22733,,269,,,,,,,,5764,95383,,,,65,855,4645,,,,,,,,,90,,,20558,,,,386,,5404,,,73087,,170239,,,,,,,6342,8526,,,,,,,,,,,,,,,,,,358,5539,,,,,,,,,,,,,6252,,,,,,,,1,,,,,,,,,,,,,,,56580,,,,,,,,,2535,16347,,16,,,,298,275130,,,35040
Nov-72,,,,,,147,,,,,,,426,,393,,10431,,,,,23,,,688,,,20472,,239,,,,,,,,5492,100605,,,,54,1387,4411,,,,,,,,,84,,,19439,,,,365,,5203,,,66976,,158587,,,,,,,5525,9303,,,,,,,,,,,,,,,,,,340,4246,,,,,,,,,,,,,5977,,,,,,,,3,,,,,,,,,,,,,,,52043,,,,,,,,,2403,17301,,12,,,,269,263987,,,36297
Dec-72,,,,,,106,,,,,,,411,,167,,11260,,,,,27,,,608,,,20563,,247,,,,,,,,5624,110111,,,,63,2020,4571,,,,,,,,,77,,,21119,,,,343,,5747,,,68906,,171351,,,,,,,5916,9836,,,,,,,,,,,,,,,,,,288,1252,,,,,,,,,,,,,5965,,,,,,,,3,,,,,,,,,,,,,,,52548,,,,,,,,,2568,16119,,15,,,,251,276346,,,35102
Jan-73,,,76,,,112,,,,22449,8750,,379,,439,,10995,,,,,,,11456,854,28154,,22685,7239,235,,4756,,,,997,,5936,139190,15681,,2,64,1185,4568,,,,,,,41,,92,,298,21853,54,,12956,399,93413,5967,76,7254,75125,,182483,53,7203,,3625,,,7601,9487,,,332,,,,,440,,,,,,,,,16819,357,4785,,,,5322,,,,4462,,,53041,15740,5643,,,,,32815,,10,3,,,,,,,37,,,133,4110,,,,55558,32961,,,9201,7462,,,,2422,18849,,20,,,,234,265775,,,32723
Feb-73,,,76,,,103,,,,19844,8119,,334,,391,,10147,,,,,,,10460,747,26317,,19378,5939,205,,4079,,,,801,,5717,111144,12155,,,72,1203,4344,,,,,,,48,,104,,256,19336,50,,12036,364,97973,5278,69,6255,67208,,166000,68,7169,,2966,,,6925,8891,,,288,,,,,371,,,,,,,,,15834,322,4595,,,,5045,,,,3957,,,48702,13399,5222,,,,,29411,,9,1,,,,,,,27,,,135,3646,,,,50264,30971,,,8903,6860,,,,2051,17113,,13,,,,213,241045,,,31799
Mar-73,,,91,,,98,,,,21833,8484,,372,,462,,11471,,,,,,,11755,828,30358,,21012,6467,214,,4649,,,,1049,,6729,111252,12860,,6,65,826,5195,,,,,,,48,,79,,248,19825,54,,13352,419,110466,6083,63,7134,74856,,175706,82,7129,,3281,,,7025,9666,,,351,,,,,436,,,,,,,,,18491,403,5174,,,,5708,,,,4448,,,55064,14859,5675,,,,,32927,,11,2,,,,,,,24,,,128,3950,,,,56751,33968,,,10312,8074,,,,2172,17958,,17,,,,218,268849,,,31126
Apr-73,,,75,,,80,,,,19230,8223,,279,,387,,11218,,,,,,,11555,743,29327,,20114,5744,184,,4281,,,,858,,6375,95399,12014,,6,77,1561,4866,,,,,,,43,,63,,233,18379,55,,12912,378,95756,5902,56,6791,71084,,175005,70,6734,,3284,,,5704,9694,,,335,,,,,448,,,,,,,,,17823,384,4845,,,,5711,,,,4187,,,52769,14428,5333,,,,,32458,,11,2,,,,,,,23,,,133,3786,,,,55256,30428,,,10414,7813,,,,1916,16990,,11,,,,203,247455,,,31582
May-73,,,95,,,93,,,,23790,8344,,323,,395,,11462,,,,,,,11869,726,30654,,20321,6023,179,,4346,,,,994,,6501,97209,13434,,2,63,1653,5055,,,,,,,43,,75,,244,19524,54,,13430,432,114031,6371,81,7031,77171,,177522,91,7043,,3366,,,5627,9409,,,349,,,,,436,,,,,,,,,18015,379,4953,,,,5482,,,,4189,,,51754,15053,5693,,,,,32663,,8,2,,,,,,,23,,,139,3814,,,,59709,33945,,,10203,8089,,,,2202,17396,,22,,,,192,254545,,,36894
Jun-73,,,93,,,90,,,,19632,8063,,293,,357,,11468,,,,,,,11574,672,29344,,20402,6081,203,,4083,,,,971,,6195,90559,11921,,2,52,1348,4760,,,,,,,41,,66,,250,19591,54,,13389,415,119304,5902,73,7018,76100,,167819,70,6641,,3104,,,6340,9111,,,337,,,,,414,,,,,,,,,17011,402,4718,,,,5093,,,,3816,,,49961,13929,5352,,,,,30833,,12,4,,,,,,,27,,,146,4022,,,,57640,32756,,,9284,7425,,,,2087,16149,,15,,,,178,254096,,,33412
Jul-73,,,80,,,108,,,,21584,8621,,340,,405,,11206,,,,,,,11829,650,30078,,21239,6883,238,,4080,,,,1132,,6157,94434,12248,,2,61,1319,4879,,,,,,,43,,81,,271,20579,51,,14052,415,105083,6002,65,7533,80299,,183584,64,6905,,3136,,,5985,8443,,,328,,,,,456,,,,,,,,,16539,376,5172,,,,5021,,,,3952,,,52005,14059,5621,,,,,33952,,6,1,,,,,,,41,,,157,4165,,,,58981,29217,,,9132,7687,,,,1899,16048,,8,,,,203,275163,,,34770
Aug-73,,,93,,,100,,,,21498,8279,,382,,396,,11046,,,,,,,11586,694,29111,,21584,7522,228,,4171,,,,1029,,5938,91044,11974,,4,78,1413,4758,,,,,,,45,,81,,291,19171,49,,13857,351,97109,5602,74,8193,75523,,182097,74,6654,,3227,,,5734,7647,,,296,,,,,472,,,,,,,,,15906,375,5362,,,,4937,,,,4253,,,48898,14043,5737,,,,,32091,,14,3,,,,,,,30,,,121,4183,,,,57183,28357,,,8823,7231,,,,1889,16591,,19,,,,252,281300,,,36362
Sep-73,,,79,,,108,,,,18339,7977,,411,,393,,10393,,,,,,,11176,707,28585,,22834,7710,259,,4223,,,,987,,5903,93256,13045,,5,82,1261,4734,,,,,,,38,,64,,269,18494,47,,13054,343,101195,5426,71,7901,71671,,172808,69,5867,,3408,,,5769,6874,,,300,,,,,500,,,,,,,,,14922,390,5514,,,,4934,,,,4538,,,47958,14777,6247,,,,,30641,,9,,,,,,,,11,,,135,4162,,,,54123,26222,,,8840,6921,,,,2369,15039,,15,,,,236,270738,,,31698
Oct-73,,,87,,,128,,,,22205,7723,,405,,406,,10123,,,,,,,11813,673,28094,,23035,7947,262,,4355,,,,936,,5524,93088,13767,,5,78,1283,4695,,,,,,,58,,83,,299,18638,64,,12429,360,99496,5499,70,7962,70138,,172289,65,5854,,3531,,,6064,7523,,,306,,,,,459,,,,,,,,,14728,357,5524,,,,4682,,,,4754,,,45924,14467,6439,,,,,30946,,11,,,,,,,,29,,,156,4445,,,,56332,28711,,,8620,6845,,,,2357,14934,,13,,,,238,265494,,,37373
Nov-73,,,76,,,110,,,,19975,7585,,356,,419,,9575,,,,,,,11830,592,26599,,21618,7517,231,,4034,,,,958,,5449,121916,13872,,5,60,1136,4386,,,,,,,45,,78,,282,19400,66,,11762,351,92009,5157,55,7601,66378,,162192,74,6755,,3625,,,6340,8734,,,292,,,,,427,,,,,,,,,14134,357,4130,,,,4575,,,,4788,,,44902,13408,5914,,,,,29975,,8,2,,,,,,,33,,,129,4015,,,,51143,29246,,,7888,6442,,,,2438,14689,,15,,,,224,251973,,,37564
Dec-73,,,66,,,127,,,,17291,7873,,383,,174,,10320,,,,,,,12810,532,26752,,20815,7180,248,,2437,,,,888,,5471,120513,12661,,,56,1337,4547,,,,,,,43,,74,,293,19852,54,,12995,371,97061,5524,54,7872,68993,,174478,67,7348,,3612,,,5723,9742,,,286,,,,,413,,,,,,,,,14771,302,1073,,,,4698,,,,4747,,,47581,14162,5945,,,,,29984,,8,2,,,,,,,23,,,127,3971,,,,53396,30406,,,8043,6669,,,,2429,13008,,23,,,,276,260532,,,30152
Jan-74,,,,,,120,,,,20996,8545,,418,,417,,10391,,,,,20,,13621,755,28031,,22295,7020,246,,4463,,,,1090,,5932,144994,15356,,4,59,1386,5086,68001,,,,,,40,12317,63,,279,23757,68,,13965,337,89611,6031,82,8156,73501,,177724,54,7686,,,,,,10713,,,317,,,,,451,,,,,,,,,15225,402,4851,,1,,5223,,,,4492,,97748,54479,14732,5846,,,,,33552,,12,2,,,6,,,,26,,,138,3714,,,5736,55677,29969,,,9367,7088,,,,2465,20072,,17,,,,,257455,,,34124
Feb-74,,,,,,96,,,,19627,7672,,348,,331,,9553,,,,,21,,11884,724,26070,,18987,5899,177,,4107,,,,962,,5436,124613,12423,,1,59,1083,4722,60558,,,,,,33,11860,71,,227,20293,57,,12908,355,96974,5233,41,6755,64876,,160335,66,7679,,,,,,8600,,,291,,,,,390,,,,,,,,,14182,331,4568,,1,,4761,,,,4102,,79718,49762,13050,5284,,,,,31515,,6,,,,8,,,,22,,,95,3238,,,5223,50123,29012,,,8705,6676,,,,1798,17755,,11,,,,,236551,,,29213
Mar-74,,,,,,89,,,,20769,8857,,362,,390,,10434,,,,,22,,13501,706,29336,,20430,6278,224,,4673,,,,1094,,6648,122050,12807,,4,72,1379,5695,69191,,,,,,54,13114,92,,261,20484,46,,14824,372,102462,6208,62,7724,73071,,168127,70,7361,,,,,,9183,,,304,,,,,407,,,,,,,,,16487,398,5086,,1,,5651,,,,4715,,87224,57157,14465,5601,,,,,36816,,6,4,,,8,,,,27,,,147,3566,,,5858,55577,31646,,,10438,7743,,,,2128,18441,,15,,,,,257951,,,34347
Apr-74,,,,,,86,,,,19998,8136,,277,,332,,10586,,,,,25,,12564,746,29383,,19853,5818,189,,4536,,,,962,,6376,102754,12877,,2,68,1663,5624,69756,,,,,,58,11848,73,,261,20190,65,,14565,356,90099,5850,74,7039,70029,,167964,67,6949,,,,,,8658,,,318,,,,,406,,,,,,,,,16227,415,4887,,1,,5737,,,,4485,,84626,54306,14380,5078,,,,,36105,,7,2,,,11,,,,26,,,183,3418,,,5759,57367,29845,,,10536,7515,,,,1950,16902,,15,,,,,246469,,,35941
May-74,,,,,,89,,,,22973,8359,,331,,389,,11233,,,,,17,,13161,729,29677,,20336,6157,216,,4718,,,,1089,,6393,98035,13607,,,62,1551,5701,73744,,,,,,52,12685,74,,256,20657,65,,15884,417,111709,6133,67,7228,75554,,168453,76,6699,,,,,,8853,,,337,,,,,422,,,,,,,,,17222,390,5033,,2,,5410,,,,4573,,87976,55740,15366,5759,,,,,38850,,8,4,,,12,,,,17,,,179,3543,,,5910,60603,31625,,,10155,7751,,,,2114,17265,,12,,,,,256986,,,39172
Jun-74,,,,,,101,,,,18403,7923,,334,,358,,10273,,,,,16,,12558,690,28172,,20124,6577,229,,4288,,,,761,,5751,95320,11754,,2,64,1060,5411,66795,,,,,,47,12429,58,,265,19892,57,,15454,362,102921,5700,63,7096,73044,,163101,65,6273,,,,,,7907,,,357,,,,,430,,,,,,,,,16137,360,4451,,2,,5057,,,,4024,,83548,52484,13618,5339,,,,,36365,,11,1,,,5,,,,21,,,169,3632,,,5696,53275,31953,,,9158,7083,,,,2044,16203,,4,,,,,250525,,,33703
Jul-74,,,,,,96,,,,23231,8413,,421,,366,,10921,,,,,20,,12503,642,30256,,20302,7601,247,,4226,,,,863,,6082,93822,12590,,5,61,1688,5219,70093,,,,,,54,12479,87,,275,21617,57,,17155,379,99051,6007,67,6933,79441,,183155,76,6362,,,,,,8907,,,337,,,,,456,,,,,,,,,16051,345,4842,,1,,5011,,,,4042,,85728,52918,14875,5588,,,,,38769,,9,1,,,13,,,,23,,,197,3694,,,6092,62680,29900,,,9213,7530,,,,2046,15408,,10,,,,,279630,,,38498
Aug-74,,,,,,115,,,,20679,8280,,383,,442,,10626,,,,,23,,12749,759,29821,,21104,8057,269,,4599,,,,1007,,5947,91999,12636,,2,72,1570,5013,67391,,,,,,50,12266,90,,273,20992,55,,17728,330,97037,5628,68,7988,77336,,180732,79,6217,,,,,,8523,,,323,,,,,528,,,,,,,,,15955,341,4915,,1,,4904,,,,4008,,85076,50370,14132,6213,,,,,37600,,4,1,,,7,,,,23,,,141,3778,,,6079,57635,28443,,,8891,7007,,,,2196,15122,,20,,,,,286496,,,37259
Sep-74,,,,,,114,,,,19095,7996,,383,,459,,10447,,,,,17,,12266,734,30155,,22153,8043,260,,4690,,,,958,,6261,97024,13372,,5,72,1453,5185,65287,,,,,,64,11693,61,,255,21109,56,,16799,370,104791,5598,60,8502,75387,,172116,82,6518,,,,,,9471,,,352,,,,,542,,,,,,,,,15329,345,5266,,2,,4783,,,,4262,,88963,48914,15089,6808,,,,,37057,,6,2,,,10,,,,33,,,159,3855,,,6558,56870,28188,,,8881,6875,,,,2363,14087,,11,,,,,283718,,,36013
Oct-74,,,,,,139,,,,21850,7882,,373,,475,,10307,,,,,22,,12087,732,30014,,22797,8083,272,,4715,,,,1004,,5761,100819,14039,,6,76,1156,5106,65011,,,,,,40,12169,71,,305,21261,48,,16160,366,104935,5677,60,8714,73917,,169584,53,6237,,,,,,10273,,,357,,,,,479,,,,,,,,,14910,338,5313,,1,,4591,,,,4531,,96799,47437,14991,6550,,,,,36737,,8,1,,,5,,,,23,,,156,3958,,,5703,59463,30881,,,8520,6734,,,,2389,14509,,13,,,,,280280,,,40189
Nov-74,,,,,,122,,,,19613,7685,,382,,418,,9310,,,,,18,,11203,669,27541,,21327,6989,238,,4241,,,,912,,5442,113111,13759,,4,70,1274,4714,60423,,,,,,40,11249,63,,295,20949,55,,14831,317,103517,5261,55,8413,66606,,156142,77,6333,,,,,,10743,,,323,,,,,447,,,,,,,,,13903,279,3927,,3,,4116,,,,4676,,97323,47182,13813,6224,,,,,32733,,10,1,,,6,,,,22,,,144,3421,,,5568,53637,31001,,,8109,6164,,,,2299,14320,,9,,,,,258011,,,38000
Dec-74,,,,,,107,,,,17943,7682,,370,,474,,9593,,,,,24,,11099,606,27189,,20754,7059,214,,3197,,,,848,,5298,103073,13304,,4,63,1432,4996,62967,,,,,,43,9960,63,,274,21944,50,,16015,315,105288,5581,49,8618,66120,,162556,53,7176,,,,,,10412,,,309,,,,,482,,,,,,,,,14354,328,1162,,2,,4359,,,,4862,,106344,50331,13468,5792,,,,,31633,,14,1,,,6,,,,31,,,152,3451,,,5839,59103,33439,,,7901,6341,,,,2346,14516,,13,,,,,265886,,,36938
Jan-75,,,,,,124,,,,19560,8343,,322,682,389,,10038,,,,,17,,12404,683,29167,,22201,7023,227,,,,,,1061,,5902,169499,16951,,,58,1383,5235,62600,,,,,,52,12981,70,784,273,23230,48,,16775,345,,5828,68,8512,71307,,168095,74,,,4057,,,,11153,,,320,,,,,469,601,,,,,,,,15140,323,4749,11,1,,,,,,4768,,105932,57197,14701,5888,,91681,,,,,11,,,,,,,262,33,,,164,3181,,,,52527,33327,,,8976,6959,,,,2064,20833,,18,,,,,259173,,,37334
Feb-75,,,,,,108,,,,18365,7682,,298,754,362,,9385,,,,,23,,11204,589,27607,,18347,5995,199,,,,,,915,,5870,118896,13359,,,60,1009,4989,58062,,,,,,38,11200,63,709,226,20650,51,,15538,330,,5116,61,7394,63461,,152985,67,,,3318,,,,10238,,,323,,,,,512,555,,,,,,,,13893,330,4368,9,,,,,,,4181,,90627,51648,13416,5117,,80410,,,,,10,,,,,,,285,20,,,138,2951,,,,50347,29798,,,8740,6581,,,,1832,17858,,11,,,,,238153,,,34028
Mar-75,,,,,,120,,,,18494,8599,,329,676,417,,10431,,,,,9,,12449,675,31545,,19789,6356,184,,,,,,993,,6477,115808,11914,,,63,1404,6079,65881,,,,,,41,12471,74,706,264,20522,75,,17417,364,,5875,50,7808,71645,,159750,67,,,3571,,,,9973,,,369,,,,,444,572,,,,,,,,15844,423,4788,15,1,,,,,,4437,,101496,59743,14655,5462,,73331,,,,,13,2,,,,,,246,21,,,140,3412,,,,56503,31180,,,10024,7440,,,,2142,19113,,9,,,,,261608,,,34929
Apr-75,,,,,,101,,,,21053,8276,,332,684,371,,10406,,,,,11,,12169,698,30815,,18968,5895,190,,,,,,716,,6664,104072,12650,,,63,1842,6182,68355,,,,,,41,10668,89,653,259,20860,50,,16423,379,,5810,68,7386,68463,,159940,63,,,3465,,,,9423,,,342,,,,,441,627,,,,,,,,16013,338,4445,7,1,,,,,,4333,,98908,56929,14846,5281,,67833,,,,,6,3,,,,,,273,24,,,169,3415,,,,57525,32488,,,10259,7217,,,,1925,18382,,8,,,,,250992,,,40311
May-75,,,,,,99,,,,20708,8208,,329,625,374,,10609,,,,,21,,12901,665,32032,,19732,5914,197,,,,,,668,,6365,106211,13239,,,75,1722,5966,71894,,,,,,45,11879,63,693,319,20869,54,,17049,400,,6142,60,7396,72619,,161271,64,,,3594,,,,9285,,,387,,,,,486,592,,,,,,,,16528,344,4601,14,2,,,,,,4645,,101047,57957,15477,5525,,63672,,,,,8,1,,,,,,295,22,,,171,3399,,,,60548,33826,,,9564,7249,,,,2059,20146,,9,,,,,261572,,,35995
Jun-75,,,,,,94,,,,19203,7926,,285,578,335,,10066,,,,,16,,12255,611,30294,,20078,6028,192,,,,,,779,,6115,97095,11829,,,66,1392,5385,65199,,,,,,39,12230,58,711,285,20037,45,,16500,363,,5668,51,7726,71329,,152785,73,,,3458,,,,8993,,,358,,,,,425,521,,,,,,,,15368,353,4466,6,2,,,,,,4268,,93128,53936,15215,5371,,56143,,,,,9,1,,,,,,278,12,,,184,3300,,,,56550,31961,,,8641,6797,,,,1950,17772,,11,,,,,255734,,,35359
Jul-75,,,,,,109,,,,20406,8060,,314,682,389,,10550,,,,,22,,12331,625,31433,,20195,6788,223,,,,,,932,,6385,96699,12201,,,67,1368,5572,66848,,,,,,44,13171,73,649,257,20150,47,,17539,420,,5860,61,8248,76904,,167835,83,,,3509,,,,8785,,,322,,,,,495,510,,,,,,,,15706,371,4877,6,1,,,,,,4300,,95653,55444,15578,5591,,66022,,,,,11,3,,,,,,296,28,,,159,3344,,,,59155,32218,,,8723,6774,,,,2056,15713,,16,,,,,279744,,,38147
Aug-75,,,,,,116,,,,19110,7738,,351,602,357,,9926,,,,,13,,12401,659,30102,,20197,7023,239,,,,,,1108,,6063,97088,12748,,,63,1144,5412,60598,,,,,,43,12371,93,657,228,20521,54,,16870,372,,5496,52,8302,72670,,164422,64,,,3463,,,,8721,,,325,,,,,502,529,,,,,,,,15015,363,4905,8,1,,,,,,4257,,100141,52660,14741,6142,,63363,,,,,11,3,,,,,,279,19,,,145,3262,,,,57020,29692,,,8149,6053,,,,2172,15093,,13,,,,,279937,,,36924
Sep-75,,,,,,118,,,,19286,7580,,359,605,440,,9735,,,,,15,,12093,890,30623,,20863,7169,251,,,,,,908,,6001,100009,13874,,,70,1653,5560,56642,,,,,,34,11917,81,645,279,21150,44,,15628,375,,5551,61,8360,68071,,159301,65,,,3610,,,,9814,,,315,,,,,524,600,,,,,,,,14183,353,4879,4,5,,,,,,4475,,106341,49680,15486,6456,,58399,,,,,14,,,,,,,331,35,,,142,3288,,,,56378,29950,,,8202,6028,,,,2284,15643,,24,,,,,273750,,,36759
Oct-75,,,,,,130,,,,20652,6965,,322,607,448,,9531,,,,,22,,11806,823,29506,,20681,7372,244,,,,,,898,,5633,111879,13930,,,67,1064,5121,56394,,,,,,41,11961,71,698,269,20309,47,,14571,345,,5238,63,8316,65723,,155050,68,,,3696,,,,9288,,,302,,,,,506,590,,,,,,,,13416,317,4889,2,2,,,,,,4865,,109586,47868,15867,6673,,67198,,,,,11,1,,,,,,316,32,,,152,3591,,,,55722,31225,,,7799,5765,,,,2502,15837,,8,,,,,267841,,,40751
Nov-75,,,,,,118,,,,17469,6942,,315,663,388,,9197,,,,,20,,11075,623,27466,,18702,6915,225,,,,,,886,,5222,116249,13910,,,60,1291,4936,54512,,,,,,42,10886,72,678,257,19855,48,,14434,364,,5104,50,7712,62236,,142880,68,,,3777,,,,9994,,,301,,,,,460,516,,,,,,,,12977,307,3625,7,3,,,,,,4605,,109386,48777,14737,6205,,60760,,,,,4,,,,,,,252,18,,,114,3437,,,,52713,29219,,,7009,5624,,,,2327,14241,,22,,,,,249907,,,37857
Dec-75,,,,,,125,,,,18706,7438,,427,609,413,,9819,,,,,26,,11580,669,28031,,18213,7312,212,,,,,,941,,5374,98294,13126,,,69,1230,5282,58080,,,,,,65,10538,61,672,247,21325,48,,15496,327,,5490,47,8468,63424,,157126,72,,,3943,,,,10301,,,333,,,,,460,528,,,,,,,,13793,293,1096,9,,,,,,,4656,,111592,51933,14929,5980,,77017,,,,,18,3,,,,,,240,16,,,128,3368,,,,54390,31073,,,7546,5977,,,,2360,14359,,12,,,,,265787,,,37716
Jan-76,,,94,,,,,,,19136,8047,,525,820,394,,9886,,,,,,,12730,,29542,,20408,6264,,,,,15818,,918,,5376,165364,15905,,,55,,5431,57743,,,,,,30,12406,93,644,249,22377,62,,15964,360,,5535,48,7972,68384,,160111,63,7219,,4075,,,,12040,,,310,,,,,509,546,,,,,,,,14477,322,4376,,3,,4449,,234403,,4616,,113337,57603,16023,5879,,82075,,,,,16,3,,357,,,,,16,,,145,3141,,,6723,56075,30736,,,8403,6195,,,,2224,20489,,,,,,,,,,35087
Feb-76,,,80,,,,,,,17885,7390,,388,768,380,,9604,,,,,,,11693,,28531,,17905,5699,,,,,14765,,967,,5522,117409,13036,,,61,,5471,55628,,,,,,37,11783,77,603,242,21609,52,,14955,329,,5313,51,7662,,,145117,69,7382,,3548,,,,9893,,,335,,,,,304,563,,,,,,,,13883,328,4100,,1,,4333,,204762,,4347,,100824,56237,14545,5472,,75801,,,,,11,1,,324,,,,,19,,,103,3149,,,6517,52263,30429,,,8418,6352,,,,2106,18647,,,,,,,,,,36351
Mar-76,,,105,,,,,,,21206,7679,,371,725,358,,10340,,,,,,,12400,,31459,,19479,5963,,,,,14523,,968,,6221,121266,12807,,,70,,6435,61478,,,,,,44,13114,63,558,233,22074,59,,16103,392,,6056,65,7938,67318,,155238,74,7932,,3693,,,,11249,,,334,,,,,471,475,,,,,,,,15945,352,4642,,,,5036,,187715,,4407,,106357,60504,15749,5659,,70957,,,,,14,1,,319,,,,,35,,,140,3394,,,7375,56952,31948,,,9586,6751,,,,2229,18816,,,,,,,,,,40892
Apr-76,,,82,,,,,,,18189,7278,,378,542,324,,10281,,,,,,,12467,,30532,,18550,5589,,,,,15381,,862,,5852,106842,12481,,,59,,6110,61643,,,,,,42,11687,84,546,244,20524,50,,15446,382,,5710,59,7455,,,154005,70,7235,,3716,,,,9827,,,296,,,,,472,479,,,,,,,,15119,284,4415,,1,,4955,,139772,,4526,,104474,57404,15286,5423,,62203,,,,,9,,,345,,,,,32,,,172,3298,,,6719,55934,29583,,,9146,6482,,,,2067,19179,,,,,,,,,,35075
May-76,,,83,,,,,,,19415,7514,,371,885,332,,10428,,,,,,,12894,,31677,,19305,5760,,,,,15646,,1046,,5839,109847,14557,,,67,,5831,65457,,,,,,44,12880,67,562,267,22235,51,,16230,356,,6109,61,7834,69215,,156144,61,7338,,3783,,,,10728,,,345,,,,,483,449,,,,,,,,15365,413,4504,,1,,4611,,139279,,4520,,106230,59036,16479,5789,,55867,,,,,10,2,,264,,,,,25,,,116,3511,,,6728,60022,29966,,,8914,6713,,,,2105,18871,,,,,,,,,,39174
Jun-76,,,102,,,,,,,19675,7231,,337,584,325,,10389,,,,,,,12067,,30975,,19082,5824,,,,,14137,,1169,,5760,98651,12878,,,52,,5626,63948,,,,,,59,12464,69,585,218,21113,53,,15772,386,,5737,72,8146,,,149372,84,6720,,3795,,,,8838,,,324,,,,,439,394,,,,,,,,15589,296,4494,,1,,4579,,161803,,4034,,102596,56160,15935,5686,,39318,,,,,5,2,,313,,,,,24,,,156,3349,,,6433,57532,30706,,,8240,6663,,,,2094,17040,,,,,,,,,,36682
Jul-76,,,95,,,,,,,19772,7318,,409,663,374,,10623,,,,,,,12202,,31073,,19009,6510,,,,,15322,,1217,,5613,104583,13200,,,57,,5548,63445,,,,,,38,13187,87,508,259,23006,40,,16441,371,,5882,68,8745,69434,,163417,69,6883,,3670,,,,9079,,,357,,,,,469,436,,,,,,,,15702,351,4654,,2,,4463,,197220,,4049,,104580,57568,15799,5906,,41308,,,,,9,1,,270,,,,,28,,,138,3579,,,6507,58304,31982,,,8111,6259,,,,2121,15762,,,,,,,,,,36474
